"area","type","value","CIlow","CIup","period_start","period_end","coverage","data_updated"
"Sefton","Infections",233.2,175.1,309.5,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Sefton","Infections",166.2,106.8,246.3,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Sefton","Infections",119.1,56.4,229.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Sefton","Infections",83.5,28.5,213.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Sefton","Infections",58.7,13.7,198.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Sefton","P(Cases>100)",0.01,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>100)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>100)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>100)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>20)",0.95,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>20)",0.75,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>20)",0.53,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(Cases>50)",0.8,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>50)",0.37,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>50)",0.2,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>50)",0.13,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sefton","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sefton","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sefton","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sefton","P(R>1)",0.01,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Sefton","R",0.69,0.46,0.96,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Selby","Cases",56.1,23.6,99.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Selby","Cases",42.6,14.6,88.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Selby","Cases",32.5,7.9,86.2,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Selby","Cases",24.7,3.4,75.2,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Selby","Infections",149.3,99.7,224.9,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Selby","Infections",115.3,66.4,198.8,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Selby","Infections",87.9,40.4,178.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Selby","Infections",65.7,24.8,165.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Selby","Infections",49.7,14.3,155.7,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Selby","P(Cases>100)",0.05,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>100)",0.03,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>100)",0.03,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>100)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(Cases>20)",0.97,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>20)",0.88,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>20)",0.75,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>20)",0.59,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(Cases>50)",0.59,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>50)",0.38,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>50)",0.24,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>50)",0.17,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Selby","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Selby","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Selby","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Selby","P(R>1)",0.02,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Selby","R",0.75,0.57,0.97,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Sheffield","Cases",82.2,57.9,111.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Sheffield","Cases",62.3,33.2,107.8,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Sheffield","Cases",47.7,17.2,107.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Sheffield","Cases",36.6,9.8,110.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Sheffield","Infections",212.5,169.4,266.7,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Sheffield","Infections",161.8,112.6,226.2,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Sheffield","Infections",123.9,60.4,222.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Sheffield","Infections",94.1,34.3,224,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Sheffield","Infections",73.2,18.2,227.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Sheffield","P(Cases>100)",0.16,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>100)",0.09,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>100)",0.07,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>100)",0.07,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>20)",0.93,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>20)",0.78,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>200)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(Cases>50)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>50)",0.73,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>50)",0.46,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>50)",0.34,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Sheffield","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Sheffield","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Sheffield","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Sheffield","P(R>1)",0.03,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Sheffield","R",0.76,0.51,1.02,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"South Ayrshire","Cases",34.6,16,63.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Ayrshire","Cases",26.6,9.9,53.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Ayrshire","Cases",20.4,5.3,47.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Ayrshire","Cases",15.1,2.7,38.2,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"South Ayrshire","Infections",154.7,90.8,269.3,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"South Ayrshire","Infections",117.1,63.1,210.9,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"South Ayrshire","Infections",91.9,43.2,175.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Ayrshire","Infections",71,27.9,143.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Ayrshire","Infections",53.7,18.1,116.7,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Ayrshire","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(Cases>20)",0.88,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>20)",0.7,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>20)",0.51,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>20)",0.35,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(Cases>50)",0.18,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>50)",0.08,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>50)",0.04,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>50)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Ayrshire","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"South Ayrshire","R",0.77,0.63,0.85,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"South Cambridgeshire","Cases",27.9,12.1,50.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Cambridgeshire","Cases",18.4,5.7,40,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Cambridgeshire","Cases",12.7,3.2,30.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Cambridgeshire","Cases",8.3,0.6,26,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"South Cambridgeshire","Infections",78.2,54.4,113,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"South Cambridgeshire","Infections",53.8,33.8,81.2,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"South Cambridgeshire","Infections",37.1,20,60.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Cambridgeshire","Infections",24.9,12,45.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Cambridgeshire","Infections",17,6.9,35.6,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Cambridgeshire","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>20)",0.74,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>20)",0.44,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>20)",0.21,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>20)",0.11,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>50)",0.05,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>50)",0.02,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Cambridgeshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Cambridgeshire","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"South Cambridgeshire","R",0.67,0.6,0.76,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"South Derbyshire","Cases",135.9,84.4,200.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Derbyshire","Cases",116.8,63.4,201,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Derbyshire","Cases",102.4,45.9,197.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Derbyshire","Cases",86.1,32.5,198.1,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"South Derbyshire","Infections",391.3,276.5,533,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"South Derbyshire","Infections",340.9,223.2,507.8,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"South Derbyshire","Infections",294.6,166.8,502,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Derbyshire","Infections",251.8,129.3,507.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Derbyshire","Infections",216.3,93.3,517.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Derbyshire","P(Cases>100)",0.87,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>100)",0.67,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>100)",0.52,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>100)",0.39,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>20)",0.99,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(Cases>200)",0.05,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>200)",0.05,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>200)",0.05,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>200)",0.05,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>300)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>50)",0.98,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>50)",0.93,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>50)",0.83,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Derbyshire","P(R>1)",0.09,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"South Derbyshire","R",0.86,0.72,1.05,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"South Holland","Cases",135.1,84.1,201.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Holland","Cases",118.1,67,177.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Holland","Cases",101.1,50.2,166.8,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Holland","Cases",87.3,40.4,165.4,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"South Holland","Infections",446.5,309.5,675,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"South Holland","Infections",389.1,260.6,608.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"South Holland","Infections",337.8,213.7,562.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Holland","Infections",290.8,167.6,526.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Holland","Infections",249.6,135.9,493.2,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Holland","P(Cases>100)",0.87,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>100)",0.7,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>100)",0.52,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>100)",0.37,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>20)",1,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(Cases>200)",0.05,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>200)",0.02,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>200)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>200)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>50)",0.99,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>50)",0.96,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>50)",0.9,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Holland","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Holland","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Holland","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Holland","P(R>1)",0.02,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"South Holland","R",0.86,0.78,0.97,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"South Kesteven","Cases",64.2,36.7,98,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Kesteven","Cases",48.6,26.1,81.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Kesteven","Cases",36,15.5,67,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Kesteven","Cases",28.2,10.6,54.1,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"South Kesteven","Infections",299.1,209.3,409.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"South Kesteven","Infections",228,150.9,315.6,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"South Kesteven","Infections",173.3,106.2,255.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"South Kesteven","Infections",132.1,74.5,204.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"South Kesteven","Infections",100.5,52.5,159.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"South Kesteven","P(Cases>100)",0.04,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Kesteven","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Kesteven","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Kesteven","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Kesteven","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Kesteven","P(Cases>20)",0.98,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Kesteven","P(Cases>20)",0.89,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Kesteven","P(Cases>20)",0.74,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Kesteven","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Kesteven","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Kesteven","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Kesteven","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Kesteven","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Kesteven","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"South Kesteven","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"South Kesteven","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"South Kesteven","P(Cases>50)",0.79,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"South Kesteven","P(Cases>50)",0.48,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
